IdProcedimientos,CodProce,CodISS,CodSOAT,DESCRIP,TipoProc,ValorISS,ValorSOAT,ValorParticular,GrupoSOAT,QX,Clasificacion,Area,UVR,Institucional,Nivel,Cuenta,UVRN,ValorISS2000,OtrosServ,RN,DescripSoat,Sexo,Activo,Atributos,EdadInf,EdadSup,PerAtiende,TipoServ,Finalidad,MaxUn,AmbitoProce,FinalidadProce,PerAtiendeProce,ActoQuirurgico,HabilitadoHC,Hemoderivado,AplicaPyP,AplicaEnfermeria,Curaciones,TerapiaRespiratoria,TerapiaFisica,idAreaLaboratorio,CuentaColGaap,idPlantillaServicio
H1468,360500,25138,25127,ANGIOPLASTIA CORONARIA TRANSLUMINAL PERCUTANEA MULTIPLE (ATERECTOMIA CORONARIA) REALIZADA DURANTE LA MISMA INTERVENCION SOD +,False,499845.0,0.0,0.0,51.19,False,,,,True,3,,7248.0,0.0,,False,ANGIOPLASTIA CORONARIA (INCLUYE: COLOCACIÓN MARCAPASO Y CORONARIOGRAFÍA POST ANGIOPLASTIA INMEDIATA),A,True,,430,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1469,360600,25139,25135,INSERCIÓN O IMPLANTE DE PROTESIS INTRACORONARIA (STENT) SOD,False,109340.0,0.0,0.0,51.19,False,R,38,,True,3,,929.0,0.0,,False,IMPLANTACIÓN DE STENT INTRACORONARIO,A,True,,430,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H147,020500,1171,1164,"INSERCIÓN O SUSTITUCION DE PLACA O MALLA CRANEAL (METALICA, ACRILICA) SOD +",False,0.0,0.0,0.0,13.0,True,I,88,190,True,3,,8130.0,0.0,,False,CRANEOPLASTIA CON ACRÍLICO,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1470,361000,,5680,"ANASTOMOSIS AORTOCORONARIA PARA REVASCULARIZACIÓN MIOCARDICA, SOD +",False,0.0,0.0,0.0,23.0,True,,,,True,3,,0.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1471,361100,5680,5680,ANASTOMOSIS AORTOCORONARIA DE UNA ARTERIA CORONARIA SOD,False,0.0,0.0,0.0,23.0,True,,,300,True,3,,23782.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1472,361200,5680,5680,ANASTOMOSIS AORTOCORONARIA DE DOS ARTERIAS CORONARIAS SOD,False,0.0,0.0,0.0,23.0,True,I,41,300,True,3,,23782.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1473,361300,5680,5680,ANASTOMOSIS AORTOCORONARIA DE TRES ARTERIAS CORONARIAS SOD,False,0.0,0.0,0.0,23.0,True,,,300,True,3,,23782.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1474,361400,5681,5680,ANASTOMOSIS AORTOCORONARIA DE CUATRO O MAS ARTERIAS CORONARIAS SOD,False,0.0,0.0,0.0,23.0,True,,,490,True,3,,24794.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1475,361501,5680,5682,"ANASTOMOSIS SIMPLE O SECUENCIAL DE ARTERIA MAMARIA-ARTERIA CORONARIA, POR ESTERNOTOMIA O TORACOTOMIA +",False,0.0,0.0,0.0,23.0,True,I,41,300,True,3,,23782.0,0.0,,False,BYPASS CORONARIO CON MAMARIA INTERNA,A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1476,361505,5681,5682,"ANASTOMOSIS SIMPLE O SECUENCIAL DE ARTERIA MAMARIA-ARTERIA CORONARIA, POR TORACOSCOPIA ",False,0.0,0.0,0.0,23.0,True,I,41,490,True,3,,0.0,0.0,,False,BYPASS CORONARIO CON MAMARIA INTERNA,A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1477,361701,5680,5680,ANASTOMOSIS CORONARIA PARA REVASCULARIZACIÓN CARDIACA DE UNO O MAS VASOS CON VENA SAFENA POR ESTERNOTOMIA O TORACOTOMIA +,False,0.0,0.0,0.0,23.0,True,,,300,True,3,,23782.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1478,361703,5680,5680,"ANASTOMOSIS CORONARIA PARA REVASCULARIZACIÓN CARDIACA DE UNO O MAS VASOS CON VENA SAFENA, POR TORACOSCOPIA ",False,0.0,0.0,0.0,23.0,True,,,300,True,3,,0.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1479,362100,5682,5680,REVASCULARIZACIÓN CARDIACA POR IMPLANTACION DE ARTERIA RADIAL SOD,False,0.0,0.0,0.0,23.0,True,,,520,True,3,,26312.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H148,020600,,1162,OSTEOPLASTIA CRANEAL SOD ,False,0.0,0.0,0.0,20.0,True,,,,True,3,,0.0,0.0,,False,CRANEOPLASTIA PARA CORRECCIÓN DE DEFECTO POR RESECCIÓN DEL TUMOR ÓSEO O INFECCIÓN,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1480,362200,5682,5680,REVASCULARIZACIÓN CARDIACA POR IMPLANTACION DE ARTERIA GASTROEPIPLOICA SOD ,False,0.0,0.0,0.0,23.0,True,,,520,True,3,,26312.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1481,362300,5682,5680,REVASCULARIZACIÓN CARDIACA POR IMPLANTACION DE OTRAS ARTERIAS SOD,False,0.0,0.0,0.0,23.0,True,,,520,True,3,,26312.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1482,363101,,5680,REVASCULARIZACIÓN CARDIACA CON LASER,False,0.0,0.0,0.0,23.0,True,,,,True,,,0.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,|Pos_Pr|Sub_Pr|,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1483,363200,5683,5680,REINTERVENCIÓN DE REVASCULARIZACIÓN CARDIACA (DERIVACIÓN O PUENTES CORONARIOS) SOD+,False,0.0,0.0,0.0,23.0,True,,,550,True,3,,27830.0,0.0,,False,BYPASS CORONARIO (AORTO CORONARIO CON VENA SAFENA),A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1484,369100,,5521,REPARACIÓN DE ANEURISMA DE VASO CORONARIO SOD,False,0.0,0.0,0.0,22.0,True,,,,True,3,,0.0,0.0,,False,ANEURISMA DE VASO INTRATORÁCICO; INCLUYE AORTA DESCENDENTE SIN CIRCULACIÓN EXTRACORPÓREA,A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1485,369200,5701,5704,REPARACIÓN O CIERRE DE FÍSTULA AORTO-CORONARIA SOD,False,0.0,0.0,0.0,22.0,True,I,41,350,True,3,,14873.0,0.0,,False,LIGADURA DE FÍSTULA ARTERIO VENOSA CORONARIA,A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1486,370100,25112,25103,PERICARDIOCENTESIS SOD,False,120915.0,0.0,0.0,12.92,True,I,3110,,True,3,43123601,1028.0,0.0,,False,PERICARDIOCENTESIS,A,True,|Pos_Pr|Sub_Pr|,000,599,,,2,,2,1,1,1,True,False,False,False,False,False,False,,,
H1487,371200,5609,5603,PERICARDIOTOMIA SOD,False,0.0,0.0,0.0,13.0,True,,,100,True,,,0.0,0.0,,False,VENTANA PERICÁRDICA,A,True,|Pos_Pr|Sub_Pr|,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1488,371210,,5603,PERICARDIOTOMIA POR TORACOSCOPIA ,False,0.0,0.0,0.0,13.0,True,,,,True,,,0.0,0.0,,False,VENTANA PERICÁRDICA,A,True,|Pos_Pr|Sub_Pr|,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1489,372101,25161,25113,CATETERISMO CARDIACO DEL LADO DERECHO DEL CORAZON CON ESTUDIO ELECTROFISIOLOGICO INTRACARDIACO [ESTUDIO ELECTROFISIOLOGICO CARDIACO CONVENCIONAL] +,False,484215.0,0.0,0.0,20.62,False,R,38,,True,3,,7021.0,0.0,,False,"CATETERISMO DERECHO, CON O SIN ANGIOGRAFÍA",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H149,020601,1171,1165,CORRECCIÓN DISPLASIA FIBROSA POR CRANEOPLASTIA +,False,0.0,0.0,0.0,20.0,True,,,190,True,3,,8130.0,0.0,,False,CRANEOPLASTIA CON REMPLAZO ÓSEO,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1490,372200,25131,25114,CATETERISMO CARDIACO DEL LADO IZQUIERDO DEL CORAZON SOD,False,229955.0,0.0,0.0,24.06,False,,,,True,3,,3334.0,0.0,,False,"CATETERISMO IZQUIERDO, CON O SIN ANGIOGRAFÍA",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H1491,372300,25132,25115,CATETERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZON SOD,False,394445.0,0.0,0.0,28.76,False,,,,True,3,,0.0,0.0,,False,"CATETERISMO IZQUIERDO Y DERECHO, CON O SIN ANGIOGRAFÍA",A,True,|Pos_Pr|Sub_Pr|,000,000,,,,,2,1,1,,True,False,False,False,False,False,False,,,
H1492,372301,25162,25115,CATETERISMO COMBINADO DE LOS LADOS DERECHO E IZQUIERDO DEL CORAZON CON ESTUDIO ELECTROFISIOLOGICO,False,749295.0,0.0,0.0,28.76,False,R,38,,True,3,,10865.0,0.0,,False,"CATETERISMO IZQUIERDO Y DERECHO, CON O SIN ANGIOGRAFÍA",A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H1493,372400,25133,25116,CATETERISMO TRANSEPTAL DEL CORAZON SOD ,False,256175.0,0.0,0.0,44.46,False,,,,True,3,,3715.0,0.0,,False,CATETERISMO TRANSEPTAL + CATETERISMO IZQUIERDO Y DERECHO,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H1494,372401,25163,25116,CATETERISMO TRANSEPTAL DEL CORAZON CON ESTUDIO ELECTROFISILOGICO,False,730085.0,0.0,0.0,44.46,False,R,38,,True,3,,10586.0,0.0,,False,CATETERISMO TRANSEPTAL + CATETERISMO IZQUIERDO Y DERECHO,A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H1495,372501,25160,25100,ESTUDIO ELECTROFISIOLOGICO CARDIACO TRANS ESOFAGICO +,False,181000.0,0.0,0.0,19.34,False,R,38,,True,3,,2625.0,0.0,,False,ESTUDIO ELECTROFISIOLÓGICO TRANSESOFAGICO,A,True,,435,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H1496,372502,25160,25101,ESTUDIO ELECTROFISIOLOGICO CARDIACO PERCUTANEO [EPICARDICO] ,False,181000.0,0.0,0.0,55.85,False,,,,True,3,,0.0,0.0,,False,ESTUDIO ELECTROFISIOLÓGICO CONVENCIONAL (NO INCLUYE CATETERISMO),A,True,,000,599,,,1,,2,1,1,,True,False,False,False,False,False,False,,,
H1497,372600,17403,17403,BIOPSIA DE PERICARDIO SOD,False,0.0,0.0,0.0,9.0,True,I,52,75,True,3,,2453.0,0.0,,False,PERICARDIO,A,True,,420,480,,,1,,,,,,True,False,False,False,False,False,False,,,
H1498,372700,17411,17409,BIOPSIA DE CORAZON SOD,False,0.0,0.0,0.0,11.0,True,I,52,90,True,3,,2921.0,0.0,,False,ENDOMIOCÁRDICA,A,True,,420,599,,,1,,,,,,True,False,False,False,False,False,False,,,
H1499,373100,5606,5613,PERICARDIECTOMIA SOD +,False,0.0,0.0,0.0,22.0,True,I,41,240,True,3,,10338.0,0.0,,False,PERICARDIECTOMÍA,A,True,,420,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H15,011201,17100,17100,"BIOPSIA DE MENINGE, POR CRANEOTOMIA",False,0.0,0.0,0.0,10.0,True,,,95,True,3,,3104.0,0.0,,False,TEJIDO INTRACRANEAL,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H150,020700,,1101,EXTRACCIÓN DE PLACA CRANEAL SOD +,False,0.0,0.0,0.0,9.0,True,,,,True,3,,0.0,0.0,,False,CRANEOTOMÍA PARA EXTRACCIÓN CUERPO EXTRAÑO; INCLUYE ESQUIRLECTOMÍA,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1500,373103,5603,5610,ESCISIÓN DE QUISTE O TUMOR PERICARDICO,False,0.0,0.0,0.0,22.0,True,I,41,150,True,3,,6324.0,0.0,,False,EXTIRPACIÓN DE QUISTE PERICÁRDICO,A,True,,450,470,,,2,,,,,,True,False,False,False,False,False,False,,,
H1501,373200,5608,5614,ESCISIÓN DE ANEURISMA DE CORAZON SOD,False,0.0,0.0,0.0,23.0,True,I,41,400,True,3,,16934.0,0.0,,False,RESECCIÓN DE ANEURISMA VENTRICULAR,A,True,,440,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1502,373300,,17409,ESCISIÓN DE LESION O TEJIDO DEL CORAZON SOD ,False,0.0,0.0,0.0,11.0,True,,,,True,3,,0.0,0.0,,False,ENDOMIOCÁRDICA,A,True,,430,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1503,373301,5604,5611,ESCISIÓN DE TUMOR DEL CORAZON ,False,0.0,0.0,0.0,23.0,True,I,41,400,True,3,,16934.0,0.0,,False,EXTIRPACIÓN DE TUMOR DEL MIOCARDIO,A,True,,000,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1504,373302,5704,5706,RESECCIÓN ABIERTA DE HACES ANOMALOS DEL SISTEMA DE CONDUCCION,False,0.0,0.0,0.0,23.0,True,I,41,450,True,3,,21819.0,0.0,,False,CIRUGÍA PARA ARRITMIAS CARDÍACAS: CRIO-ABLACIÓN INTRACAVITARIA OPERACIÓN DE MASE PARA FIBRILACIÓN AURICULAR RESECCIÓN SUBENDOCÁRDICA RESECCIÓN HACES ANÓMALOS DEL SISTEMA DE CONDUCCIÓN,A,True,,435,460,,,2,,,,,,True,False,False,False,False,False,False,,,
H1505,373303,5604,5706,RESECCIÓN ENDOMIOCARDICA,False,0.0,0.0,0.0,23.0,True,,,400,True,,,16934.0,0.0,,False,CIRUGÍA PARA ARRITMIAS CARDÍACAS: CRIO-ABLACIÓN INTRACAVITARIA OPERACIÓN DE MASE PARA FIBRILACIÓN AURICULAR RESECCIÓN SUBENDOCÁRDICA RESECCIÓN HACES ANÓMALOS DEL SISTEMA DE CONDUCCIÓN,A,True,|Pos_Pr|Sub_Pr|,435,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1506,373400,25136,25136,ABLACIÓN CON CATETER DE LESION O TEJIDO DEL CORAZON SOD + ,False,412125.0,0.0,0.0,55.85,False,,,,True,,,0.0,0.0,,False,ABLACION POR CATETER DE FOCOS ARRITMOGÉNICOS (SIN CATETERISMO),A,True,|Pos_Pr|Sub_Pr|,405,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1507,373401,25178,25136,"ABLACIÓN CON CATETER DE LESION O TEJIDO DEL CORAZON, POR CRIOCIRUGIA O ELECTROCOAGULACION +",False,727120.0,0.0,0.0,55.85,False,R,38,,True,,,0.0,0.0,,False,ABLACION POR CATETER DE FOCOS ARRITMOGÉNICOS (SIN CATETERISMO),A,True,|Pos_Pr|Sub_Pr|,405,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1508,373402,25178,25136,ABLACIÓN CON CATETER DE LESION O TEJIDO DEL CORAZON POR RADIOFRECUENCIA +,False,727120.0,0.0,0.0,55.85,False,R,38,,True,,,0.0,0.0,,False,ABLACION POR CATETER DE FOCOS ARRITMOGÉNICOS (SIN CATETERISMO),A,True,|Pos_Pr|Sub_Pr|,000,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1509,373600,5601,5601,EXTRACCIÓN DE CUERPO EXTRAÑO INTRACARDIACO SOD,False,0.0,0.0,0.0,23.0,True,I,41,310,True,3,,13243.0,0.0,,False,EXTRACCIÓN CUERPO EXTRAÑO INTRACARDÍACO,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H151,021100,,1164,SUTURA SIMPLE DE DURAMADRE CEREBRAL SOD ,False,0.0,0.0,0.0,13.0,True,,,,True,,,0.0,0.0,,False,CRANEOPLASTIA CON ACRÍLICO,A,True,|Pos_Pr|Sub_Pr|,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1510,373700,5602,5602,EXTRACCIÓN DE CUERPO EXTRAÑO INTRAPERICARDICO SOD,False,0.0,0.0,0.0,13.0,True,I,41,150,True,3,,6324.0,0.0,,False,EXTRACCIÓN CUERPO EXTRAÑO INTRAPERICÁRDICO,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1511,374100,5660,5670,CARDIORRAFIA SOD,False,0.0,0.0,0.0,12.0,True,I,41,150,True,3,,6324.0,0.0,,False,CARDIORRAFIA,A,True,,415,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1512,374200,5661,5670,REPARACIÓN DE CORAZON POR RUPTURA POSTINFARTO SOD,False,0.0,0.0,0.0,12.0,True,,,400,True,3,,0.0,0.0,,False,CARDIORRAFIA,A,True,,440,480,,,2,,,,,,True,False,False,False,False,False,False,,,
H1513,374300,374300,5670,PERICARDIORRAFIA SOD,False,0.0,0.0,0.0,12.0,True,,,125,True,3,,5245.0,0.0,,False,CARDIORRAFIA,A,True,,415,460,,,2,,,,,,True,False,False,False,False,False,False,,,
H1514,375100,5710,5710,TRASPLANTE CARDIACO SOD,False,0.0,0.0,0.0,23.0,True,I,41,1200,True,3,,60720.0,0.0,,False,TRASPLANTE DE CORAZÓN,A,True,,401,460,,,2,,,,,,True,False,False,False,False,False,False,,,
H1515,375200,5711,5711,OBTENCION DEL CORAZON (DONANTE) SOD,False,0.0,0.0,0.0,23.0,True,I,41,500,True,3,,25300.0,0.0,,False,CARDIECTOMÍA (DONANTE),A,True,,415,440,,,2,,,,,,True,False,False,False,False,False,False,,,
H1516,376100,5703,5702,IMPLANTACION DE BALON CONTRAPULSACION SOD,False,0.0,0.0,0.0,12.0,True,I,41,100,True,3,,2988.0,0.0,,False,COLOCACIÓN Y MANEJO DE BALÓN INTRAÓRTICO,A,True,,440,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1517,376400,,5702,EXTRACCIÓN O RETIRO DE SISTEMA DE ASISTENCIA CARDIACA SOD,False,0.0,0.0,0.0,12.0,True,,,,True,3,,0.0,0.0,,False,COLOCACIÓN Y MANEJO DE BALÓN INTRAÓRTICO,A,True,,440,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1518,376500,,,"IMPLANTE DE UN SISTEMA DE ASISTENCIA CARDIACA PULSATIL EXTERNO (DISPOSITIVO NO IMPLANTABLE, FUERA DEL CUERPO PERO CONECTADO AL CORAZON) SOD +",False,0.0,0.0,0.0,0.0,True,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,450,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1519,376600,,,"IMPLANTE DE UN SISTEMA DE ASISTENCIA CARDIACA PULSATIL, IMPLANTABLE (DISPOSITIVO CONECTADO DIRECTAMENTE AL CORAZON E IMPLANTADO DENTRO DEL CUERPO) SOD +",False,0.0,0.0,0.0,0.0,True,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,450,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H152,021101,1170,1164,"CORRECCIÓN DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA, POR CRANEOTOMIA",False,0.0,0.0,0.0,13.0,True,,,135,True,3,,5897.0,0.0,,False,CRANEOPLASTIA CON ACRÍLICO,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1520,377100,5701,5701,INSERCIÓN DE ELECTRODO TRANSVENOSO EN VENTRICULO SOD,False,0.0,0.0,0.0,12.0,True,,,350,True,3,,0.0,0.0,,False,IMPLANTACIÓN DE MARCAPASO CON ELECTRODO EPICÁRDICO,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1521,377200,,25125,INSERCIÓN DE ELECTRODO TRANSVENOSO EN AURICULA Y VENTRICULO SOD,False,0.0,0.0,0.0,55.28,True,,,,True,3,,0.0,0.0,,False,IMPLANTACION DE MARCAPASO DEFINITIVO CON ELECTRODO VENOSO,A,True,,450,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1522,377300,,25125,INSERCIÓN DE ELECTRODO TRANSVENOSO EN AURICULA SOD,False,0.0,0.0,0.0,55.28,True,,,,True,3,,0.0,0.0,,False,IMPLANTACION DE MARCAPASO DEFINITIVO CON ELECTRODO VENOSO,A,True,,450,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1523,377401,5702,5701,INSERCIÓN O SUSTITUCION DE ELECTRODO EPICARDICO POR ESTERNOTOMIA O TORACOTOMIA,False,0.0,0.0,0.0,12.0,True,,,350,True,3,,14873.0,0.0,,False,IMPLANTACIÓN DE MARCAPASO CON ELECTRODO EPICÁRDICO,A,True,,450,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1524,377500,,5701,REVISIÓN DE ELECTRODO SOD,False,0.0,0.0,0.0,12.0,True,,,,True,3,,0.0,0.0,,False,IMPLANTACIÓN DE MARCAPASO CON ELECTRODO EPICÁRDICO,A,True,,450,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1525,377800,25169,25124,INSERCIÓN DE MARCAPASO TRANSVENOSO TEMPORAL (TRANSITORIO) O IMPLANTE DE MONITOR DE EVENTOS SOD +,False,227340.0,0.0,0.0,16.17,False,R,38,,True,3,,1932.0,0.0,,False,IMPLANTACIÓN DE MARCAPASO TRÁNSITORIO,A,True,,450,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1526,378200,25170,25125,IMPLANTACION DE MARCAPASO UNICAMERAL SOD,False,374190.0,0.0,0.0,55.28,False,I,41,,True,3,,5426.0,0.0,,False,IMPLANTACION DE MARCAPASO DEFINITIVO CON ELECTRODO VENOSO,A,True,,450,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1527,378300,25171,5701,INSERCIÓN DE MARCAPASOS BICAMERAL SOD,False,475400.0,0.0,0.0,12.0,False,I,41,,True,3,,6893.0,0.0,,False,IMPLANTACIÓN DE MARCAPASO CON ELECTRODO EPICÁRDICO,A,True,,450,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1528,378500,25175,25140,REVISIÓN [REPROGRAMACION] DE APARATO MARCAPASO SOD + ,False,39670.0,0.0,0.0,5.08,False,R,38,,True,3,,337.0,0.0,,False,REPROGRAMACIÓN DE MARCAPASO,A,True,,450,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1529,378900,25173,5701,RETIRO O ELIMINACION DE MARCAPASOS CARDIACO SOD,False,395710.0,0.0,0.0,12.0,False,,,,True,3,,5738.0,0.0,,False,IMPLANTACIÓN DE MARCAPASO CON ELECTRODO EPICÁRDICO,A,True,,450,599,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H153,021102,1170,1106,"CORRECCIÓN DE DESGARRO DURAL POST TRAUMATICO EN BOVEDA CRANEANA, CON PLASTIA DURAL",False,0.0,0.0,0.0,20.0,True,I,88,135,True,3,,5897.0,0.0,,False,CRANEOTOMÍA PARA RUPTURA DE SENOS DE DURAMADRE,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1530,379100,,,MASAJE CARDIACO A TORAX ABIERTO SOD,False,0.0,0.0,0.0,0.0,True,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,415,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1531,379200,,,INYECCIÓN DE SUSTANCIA TERAPEUTICA EN CORAZON SOD,False,0.0,0.0,0.0,0.0,True,,,,True,,,0.0,0.0,,False,,A,True,|Pos_Pr|Sub_Pr|,415,460,,,2,,,,,,True,False,False,False,False,False,False,,,
H1532,379401,5705,5705,"IMPLANTACION DE CARDIOVERSOR/DESFIBRILADOR, VÍA INFRACLAVICULAR +",False,0.0,0.0,0.0,13.0,True,I,41,180,True,3,,10349.0,0.0,,False,IMPLANTACIÓN DE DESFIBRILADOR,A,True,,450,485,,,2,,,,,,True,False,False,False,False,False,False,,,
H1533,379402,5705,5705,"IMPLANTACION DE CARDIOVERSOR/DESFIBRILADOR, VÍA SUBCUTANEA (SUBPECTORAL) +",False,0.0,0.0,0.0,13.0,True,I,41,180,True,3,,10349.0,0.0,,False,IMPLANTACIÓN DE DESFIBRILADOR,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1534,379500,25176,5705,REPROGRAMACION DE CARDIOVERSOR/DESFIBRILADOR SOD,False,63565.0,0.0,0.0,13.0,False,,,,True,,,540.0,0.0,,False,IMPLANTACIÓN DE DESFIBRILADOR,A,True,|Pos_Pr|Sub_Pr|,450,485,,,2,,2,1,1,,True,False,False,False,False,False,False,,,
H1535,379900,5705,5705,EXTRACCIÓN DE CARDIOVERSOR/ DESFIBRILADOR AUTOMATICO SOD,False,0.0,0.0,0.0,13.0,True,,,180,True,,,5738.0,0.0,,False,IMPLANTACIÓN DE DESFIBRILADOR,A,True,|Pos_Pr|Sub_Pr|,450,485,,,2,,,,,,True,False,False,False,False,False,False,,,
H1536,380100,,5302,TROMBOEMBOLECTOMIA DE VASOS INTRACRANEALES SOD ,False,0.0,0.0,0.0,12.0,True,,,,True,,,0.0,0.0,,False,TROMBECTOMÍA DE VASOS SANGUÍNEOS DE CABEZA Y CUELLO,A,True,|Pos_Pr|Sub_Pr|,415,485,,,2,,,,,,True,False,False,False,False,False,False,,,
H1537,380101,1128,5302,TROMBOEMBOLECTOMIA DE CEREBRAL MEDIA,False,0.0,0.0,0.0,12.0,True,,,560,True,3,,28336.0,0.0,,False,TROMBECTOMÍA DE VASOS SANGUÍNEOS DE CABEZA Y CUELLO,A,True,,415,485,,,2,,,,,,True,False,False,False,False,False,False,,,
H1538,380102,1128,5302,TROMBOEMBOLECTOMIA DE COMUNICANTE ANTERIOR,False,0.0,0.0,0.0,12.0,True,,,560,True,3,,28336.0,0.0,,False,TROMBECTOMÍA DE VASOS SANGUÍNEOS DE CABEZA Y CUELLO,A,True,,415,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H1539,380103,1128,1118,TROMBOEMBOLECTOMIA DE CAROTIDA INTERNA SUPRACLINOIDEA,False,0.0,0.0,0.0,21.0,True,,,560,True,3,,28336.0,0.0,,False,ANGIOPLASTIA INTRALUMINAR,A,True,,415,599,,,2,,,,,,True,False,False,False,False,False,False,,,
H154,021103,1170,1164,"CORRECCIÓN DE DESGARRO DURAL EN BASE DE CRANEO, POR CRANEOTOMIA",False,0.0,0.0,0.0,13.0,True,,,135,True,3,,5897.0,0.0,,False,CRANEOPLASTIA CON ACRÍLICO,A,True,,000,599,,,2,,,,,,True,False,False,False,False,False,False,,,
